"Date","New followers","Total followers"
"2023-02-28","3670","257519"
"2023-03-31","1647","259166"
"2023-04-30","1395","260561"
"2023-05-31","5123","265684"
"2023-06-30","2743","268427"
"2023-07-31","4263","272690"
"2023-08-31","2991","275681"
"2023-09-30","3496","279177"
"2023-10-31","1975","281152"
"2023-11-30","253","281405"
"2023-12-31","1390","282795"
"2024-01-31","683","283478"
