"Artist","Artist country","Artist genre","Viberate rank","Genre rank","Instagram","X","Soundcloud"
"Madeline Juno","Germany","Pop","13414","4518","is following","not following","not following"
"MistaJam","United Kingdom","Electronic","13421","1052","is following","both","not following"
"Reneé Dominique","Philippines","Pop","13430","4522","not following","is following","not following"
"Bonn","Sweden","Pop","13448","4530","not following","is following","not following"
"EDX","Switzerland","Electronic","13464","1055","not following","is following","not following"
"George Clinton","United States","R&B","13509","584","is following","is following","not following"
"Dimatik","Australia","Electronic","13511","1058","not following","is following","not following"
"Ersay Üner","Turkey","Pop","13513","4555","not following","is following","not following"
"Louis Villain","Poland","Hip Hop","13522","2565","not following","not following","is following"
"BJ The Chicago Kid","United States","R&B","13536","586","is following","is following","not following"
"SHY Martin","Sweden","Pop","13539","4561","is following","not following","not following"
"Katy B","United Kingdom","Pop","13552","4568","not following","is following","not following"
"Paul Damixie","Romania","Electronic","13641","1065","is following","is following","is following"
"Breathe Carolina","United States","Electronic","13643","1066","not following","is following","not following"
"Salaam Remi","United States","Hip Hop","13662","2595","both","not following","not following"
"S Club 7","United Kingdom","Pop","13671","4600","not following","is following","not following"
"BEN POL","Tanzania","African","13679","254","is following","not following","not following"
"David Morales","United States","Electronic","13713","1070","not following","both","is following"
"Dombresky","France","Electronic","13735","1072","is following","is following","not following"
"Emanuele Aloia","Italy","Pop","13768","4629","not following","is following","not following"
"What So Not","Australia","Electronic","13775","1076","not following","is following","not following"
"Cherub","United States","Pop","13782","4634","not following","is following","not following"
"Nic Fanciulli","United Kingdom","Electronic","13839","1083","both","is following","not following"
"Sam Gellaitry","United Kingdom","Electronic","13860","1087","not following","both","not following"
"Julia Perez","Indonesia","Pop","13874","4660","is following","not following","not following"
"Ship Wrek","United States","Electronic","13876","1089","not following","is following","not following"
"Krimsonn","Canada","Electronic","13908","1093","not following","is following","not following"
"Sultan + Shepard","United States","Electronic","13939","1096","is following","is following","not following"
"Tom Zanetti","United Kingdom","Electronic","13968","1098","not following","is following","not following"
"Kohmi Hirose","Japan","Pop","13982","4703","not following","is following","not following"
"Maddi Jane","United States","Pop","14028","4714","not following","is following","not following"
"Naska","Italy","Hip Hop","14036","2654","is following","not following","not following"
"Morgan Page","United States","Electronic","14077","1112","is following","not following","not following"
"Grace Jones","United States","Pop","14082","4734","not following","is following","not following"
"HEDEGAARD","Denmark","Electronic","14095","1115","is following","not following","not following"
"Tim Westwood","United Kingdom","Hip Hop","14104","2668","is following","not following","not following"
"Tomcraft","Germany","Electronic","14125","1118","is following","not following","not following"
"Jaded","United Kingdom","Electronic","14129","1120","is following","not following","is following"
"DJ Seinfeld","Sweden","Electronic","14152","1123","not following","is following","not following"
"Karra","United States","Electronic","14171","1125","is following","not following","not following"
"Heavy-K","South Africa","Electronic","14173","1126","is following","is following","not following"
"Jonathan Roy","Canada","Pop","14216","4776","is following","is following","not following"
"FrankJavCee","United States","Electronic","14221","1129","not following","is following","not following"
"Koven","United Kingdom","Electronic","14224","1131","not following","is following","not following"
"Raffa FL","Italy","Electronic","14270","1135","not following","is following","not following"
"ASU","Romania","European","14285","131","is following","not following","not following"
"Rebecca Ferguson","United Kingdom","Pop","14286","4800","not following","is following","not following"
"BETWEEN FRIENDS","United States","Pop","14297","4802","not following","is following","not following"
"Mike Tompkins","Canada","Pop","14307","4807","not following","not following","is following"
"Andruss","Mexico","Electronic","14312","1141","is following","is following","not following"
"Dian Sastrowardoyo","Indonesia","Pop","14313","4808","not following","is following","not following"
"Play-N-Skillz","United States","Hip Hop","14345","2717","not following","is following","not following"
"KAMRAD","Germany","Pop","14350","4826","is following","not following","not following"
"Pete Tong","United Kingdom","Electronic","14357","1144","is following","both","not following"
"Joy Williams","United States","Country","14433","302","not following","is following","not following"
"Yabesh Thapa","Nepal","Pop","14451","4862","not following","is following","not following"
"Megan Davies","United States","Pop","14460","4867","not following","is following","not following"
"Buddy","United States","Hip Hop","14463","2738","is following","not following","not following"
"Steel Banglez","United Kingdom","Hip Hop","14483","2742","is following","not following","not following"
"Peking Duk","Australia","Pop","14489","4878","is following","is following","not following"
"Sunstroke Project","Moldova","Pop","14507","4888","is following","is following","is following"
"Raf","Italy","Pop","14519","4892","not following","is following","not following"
"Kate Nash","United States","Pop","14528","4895","not following","is following","not following"
"Kayzo","United States","Electronic","14537","1153","not following","not following","is following"
"Mad Mark","Switzerland","Electronic","14566","1155","is following","is following","is following"
"Lenni-Kim","Canada","Pop","14587","4910","is following","is following","not following"
"Problem","United States","Hip Hop","14610","2764","not following","is following","not following"
"Britt Nicole","United States","Pop","14651","4928","is following","not following","not following"
"Sick Individuals","Netherlands","Electronic","14678","1162","is following","is following","not following"
"Tensnake","Germany","Electronic","14680","1163","not following","is following","not following"
"Rosenfeld","France","Pop","14698","4943","not following","not following","is following"
"Ester Dean","United States","Pop","14730","4949","not following","both","not following"
"Nitti Gritti","United States","Electronic","14752","1167","not following","is following","is following"
"Niiko x SWAE","United States","Electronic","14799","1172","is following","not following","not following"
"NAJWA FAROUK","Morocco","Pop","14845","4990","not following","is following","not following"
"Ronnie Ferrari","Poland","Hip Hop","14854","2813","not following","not following","is following"
"Audy","Indonesia","Pop","14859","4995","is following","not following","not following"
"Dirty South","Australia","Electronic","14864","1177","not following","both","not following"
"Karim Mohsen","Egypt","Pop","14913","5012","is following","not following","not following"
"Carolina Deslandes","Portugal","Pop","14928","5016","is following","not following","not following"
"Ian Storm","Netherlands","Electronic","15011","1188","is following","not following","not following"
"Sonique","United Kingdom","Electronic","15015","1189","not following","is following","not following"
"Finding Hope","United States","R&B","15019","634","is following","not following","not following"
"Erik Rubin","Mexico","Pop","15034","5049","is following","not following","not following"
"Louisa Johnson","United Kingdom","Pop","15039","5050","not following","is following","not following"
"The Snake Charmer","India","Pop","15066","5062","not following","is following","not following"
"The RAH Band","United Kingdom","Pop","15101","5075","not following","is following","not following"
"Arden Cho","United States","Pop","15116","5080","not following","is following","not following"
"Lost Kings","United States","Electronic","15144","1201","is following","is following","is following"
"Skepsis","United Kingdom","Electronic","15196","1207","is following","not following","not following"
"Datsik","Canada","Electronic","15203","1208","not following","is following","not following"
"DJ Kore","France","Hip Hop","15211","2890","is following","not following","not following"
"Patrick Topping","United Kingdom","Electronic","15224","1212","both","both","is following"
"Phoebe Killdeer","Australia","Rock","15233","1449","not following","is following","not following"
"Maskavo","Brazil","Reggae","15244","169","is following","not following","not following"
"Vandelux","United States","Electronic","15258","1214","is following","not following","not following"
"MARIANA BO","Mexico","Electronic","15277","1217","is following","not following","not following"
"Pascal Junior","Romania","Electronic","15312","1221","is following","not following","not following"
"Burns","United States","Electronic","15313","1222","both","both","is following"
"Herb Alpert","United States","Pop","15328","5145","not following","is following","not following"
"Jamie T","United Kingdom","Rock","15339","1459","is following","not following","not following"
"Gunship","United Kingdom","Pop","15342","5150","not following","is following","not following"
"Boris Way","France","Electronic","15343","1227","is following","is following","not following"
"Franky Rizardo","Netherlands","Electronic","15350","1229","is following","both","not following"
"Martina La Peligrosa","Colombia","Pop","15362","5156","is following","not following","not following"
"Rui Orlando","Angola","R&B","15385","653","is following","not following","not following"
"Flosstradamus","United States","Electronic","15404","1231","is following","not following","not following"
"Parachute","United States","Rock","15414","1466","is following","not following","not following"
"CeCe Peniston","United States","Electronic","15425","1232","is following","is following","not following"
"Tritonal","United States","Electronic","15430","1234","is following","is following","not following"
"Miami Horror","Australia","Pop","15460","5187","not following","is following","not following"
"Alesha Dixon","United Kingdom","Pop","15468","5188","not following","both","not following"
"MASSiV","Germany","Hip Hop","15495","2941","not following","is following","not following"
"Alexis Jordan","United States","Pop","15504","5202","not following","is following","not following"
"PEEKABOO","United States","Electronic","15525","1238","not following","is following","not following"
"Goldfish","South Africa","Electronic","15536","1240","not following","is following","not following"
"Wooli","United States","Electronic","15558","1243","is following","is following","not following"
"Loote","United States","Pop","15565","5220","not following","is following","not following"
"Tobiahs","Australia","Electronic","15566","1246","not following","is following","not following"
"Wretch 32","United Kingdom","Hip Hop","15585","2961","is following","both","not following"
"ADIXIA","France","Electronic","15627","1252","is following","not following","not following"
"Tez Cadey","France","Electronic","15673","1253","is following","is following","not following"
"ROZES","United States","Pop","15677","5265","not following","both","not following"
"The Tenors","Canada","Pop","15687","5270","is following","not following","not following"
"Darren Styles","United Kingdom","Electronic","15718","1258","is following","is following","is following"
"Michael Brun","Martinique","Electronic","15740","1261","is following","both","not following"
"Ultra Nate","United States","Electronic","15751","1264","is following","is following","not following"
"Booka Shade","Germany","Electronic","15778","1266","not following","both","not following"
"Cazzette","Sweden","Electronic","15901","1275","is following","is following","not following"
"TJR","United States","Electronic","15927","1277","is following","both","not following"
"Cerrone","France","Electronic","15936","1279","not following","is following","not following"
"Nielson","Netherlands","Pop","15955","5346","is following","not following","not following"
"Stefy de Cicco","Italy","Electronic","15956","1283","is following","is following","not following"
"Swagg Man","United States","Hip Hop","15960","3045","not following","is following","not following"
"Le Castle Vania","United States","Electronic","15970","1286","not following","not following","is following"
"Tania Libertad","Mexico","Latin","15979","1680","is following","is following","not following"
"Adassa","United States","Latin","16013","1686","not following","not following","is following"
"Friction","United Kingdom","Electronic","16029","1293","is following","not following","not following"
"Jai Waetford","Australia","Pop","16030","5369","not following","is following","not following"
"AMTEE","India","Electronic","16035","1295","is following","not following","is following"
"Arin Ray","United States","R&B","16068","685","not following","is following","not following"
"Powderfinger","Australia","Rock","16072","1534","not following","is following","not following"
"Ann Wilson","United States","Rock","16091","1537","is following","not following","not following"
"Jai Wolf","United States","Electronic","16101","1303","is following","is following","not following"
"ESSEL","United Kingdom","Electronic","16161","1312","not following","is following","not following"
"Terrace Martin","United States","R&B","16162","691","not following","is following","not following"
"Frankie Grande","United States","Rock","16178","1545","not following","is following","not following"
