"Date","New followers","Total followers"
"2023-02-28","74600","10791642"
"2023-03-31","80572","10872214"
"2023-04-30","44839","10917053"
"2023-05-31","104503","11021556"
"2023-06-30","100360","11121916"
"2023-07-31","113456","11235372"
"2023-08-31","86778","11322150"
"2023-09-30","23157","11345307"
"2023-10-31","7098","11352405"
"2023-11-30","-1078","11351327"
"2023-12-31","-25057","11326270"
"2024-01-31","-3992","11322278"
