"Date","New followers","Total followers"
"2023-02-28","-92","14524"
"2023-03-31","199","14723"
"2023-04-30","-1067","13656"
"2023-05-31","-41","13615"
"2023-06-30","-107","13508"
"2023-07-31","-62","13446"
"2023-08-31","-69","13377"
"2023-09-30","40","13417"
"2023-10-31","-15","13402"
"2023-11-30","-645","12757"
"2023-12-31","-673","12084"
"2024-01-31","0","12084"
