"Artist","Artist country","Artist genre","Viberate rank","Subgenre rank","Number of mentions","Last mention date","Last mention time"
"Belocca","Hungary","Electronic","31090","163","1","2024-02-05","22:32:17"
"Andrea Signore","Belgium","Electronic","106307","1323","1","2024-01-16","15:50:49"
"Golpe a.k.a Broken Robot","Czech Republic","Electronic","110181","1415","2","2024-02-06","07:36:38"
"Steve Mulder","Netherlands","Electronic","149592","2452","1","2023-12-30","05:10:51"
"Emanuel Querol","Argentina","Electronic","246386","5675","1","2024-01-09","08:46:03"
"Nico Cabeza","Germany","Electronic","256375","16601","1","2024-01-02","19:50:15"
"Hanstler","Costa Rica","Electronic","292870","2999","1","2023-12-29","21:50:45"
"JACKI-E","United Kingdom","Electronic","321572","22346","1","2023-12-17","11:05:54"
"A Darker Wave","United Kingdom","Electronic","469155","15715","4","2024-01-13","09:12:14"
